,title,question,names,x,y
0,0,sandwich cookie,0,0.7708261609077454,0.025631941854953766
1,1,black-and-white cookie,1,0.40582892298698425,0.026244565844535828
2,2,popular cookie,2,0.7258747816085815,1.0
3,3,mountain: prefix,3,0.5330108404159546,0.07512017339468002
4,4,sweet sandwich,4,0.5655491948127747,0.05620397999882698
5,5,creme-filled cookie,5,0.3184364438056946,0.030268501490354538
6,6,nabisco cookie,6,0.5230920314788818,0.07055976241827011
7,7,cookie favorite,7,0.5806960463523865,0.001966464798897505
8,8,mountain: comb form,8,0.6066309213638306,0.07161765545606613
9,9,layered cookie,9,0.45105624198913574,0.007416967302560806
10,10,black-and-white treat,10,0.4972432553768158,0.015236936509609222
11,11,two-tone treat,11,0.0,0.03938216716051102
12,12,two-tone cookie,12,0.3918704688549042,0.007306526880711317
13,13,hydrox rival,13,0.54176265001297,0.07470303773880005
14,14,triple-decker cookie,14,0.37912192940711975,0.01607811264693737
15,15,black-and-white cookies,15,0.7036802768707275,0.03715360537171364
16,16,nabisco treat,16,0.43579861521720886,0.02468852885067463
17,17,cream-filled cookie,17,0.23148469626903534,0.02843640372157097
18,18,twistable cookie,18,0.6741995811462402,0.02890196442604065
19,19,best-selling cookie,19,0.4075927734375,0.013084789738059044
20,20,sandwich cookies,20,0.6724662184715271,0.03930729255080223
21,21,twistable treat,21,0.05863507464528084,0.03514561429619789
22,22,black-and-white snack,22,0.5267603993415833,0.0008428771398030221
23,23,cookie since 1912,23,0.2639109194278717,0.05879346653819084
24,24,creme cookie,24,0.3042934238910675,0.03480878099799156
25,25,cookie brand,25,0.6963644027709961,0.0636061355471611
26,26,lunchbox treat,26,0.0650414526462555,0.03619198128581047
27,27,dunkable treat,27,0.05120300129055977,0.03387189283967018
28,28,three-layer cookie,28,0.5279569029808044,0.001760581973940134
29,29,classic cookie,29,0.3358537256717682,0.0200881976634264
30,30,cookie many take apart,30,0.5061488747596741,0.003084478434175253
31,31,milk's favorite cookie,31,0.46554598212242126,0.019493447616696358
32,32,modern ice cream flavor,32,0.5775830149650574,0.012270805425941944
33,33,black-and-white snacks,33,0.5079655647277832,0.002183253178372979
34,34,double stuf cookie,34,0.589201033115387,0.02230834774672985
35,35,creme-filled snack,35,0.7175387740135193,0.0256055798381567
36,36,two-toned treat,36,0.10613228380680084,0.039292577654123306
37,37,nabisco cookies,37,0.5289859175682068,0.04671856015920639
38,38,snack in a stack,38,0.9031349420547485,0.0512101836502552
39,39,black-and-white bite,39,0.6594722270965576,0.015695245936512947
40,40,nabisco favorite,40,0.3081401288509369,0.04832153767347336
41,41,black and white cookie,41,0.4058280289173126,0.02624458447098732
42,42,white-centered snack,42,0.8499931693077087,0.031970903277397156
43,43,three-part cookies,43,0.5099365711212158,0.040195196866989136
44,44,nabisco goodie,44,0.29369691014289856,0.050538819283246994
45,45,biscuit introduced in 1912,45,0.5730039477348328,0.056876152753829956
46,46,snack since 1912,46,0.16729722917079926,0.06273403763771057
47,47,popular cookies,47,0.46488866209983826,0.036431603133678436
48,48,stackable cookie,48,0.6149239540100098,0.02661847323179245
49,49,triple-decker treat,49,0.0391026996076107,0.03804156929254532
50,50,nabisco brand,50,0.41872701048851013,0.04473030939698219
51,51,double delight snack,51,0.8778790235519409,0.03921149671077728
52,52,treat with milk,52,0.6168671250343323,0.028209730982780457
53,53,lunchbox dessert,53,0.40055638551712036,0.07776755839586258
54,54,dunkable cookie,54,0.3507053852081299,0.011792590841650963
55,55,three-layer treat,55,0.18041925132274628,0.03799252584576607
56,56,layered treat,56,0.058016128838062286,0.0414939820766449
57,57,layered snack,57,0.8962953686714172,0.0380549319088459
58,58,cookie often eaten inside-out,58,0.45011141896247864,0.0185933206230402
59,59,mcflurry flavor,59,0.3252997398376465,0.06860668957233429
60,60,cookie choice,60,0.5270573496818542,0.01996588334441185
