,title,question,names,x,y
0,0,sandwich cookie,0,0.19169779121875763,0.7002707719802856
1,1,black-and-white cookie,1,0.8783870339393616,0.73272705078125
2,2,popular cookie,2,0.44034987688064575,0.5439354777336121
3,3,sweet sandwich,3,0.7145935893058777,0.3210453987121582
4,4,creme-filled cookie,4,0.3327666223049164,0.4940165579319
5,5,nabisco cookie,5,0.5217707753181458,0.6656408905982971
6,6,cookie favorite,6,0.6529565453529358,0.5508509278297424
7,7,layered cookie,7,0.6531661152839661,0.5479333400726318
8,8,black-and-white treat,8,0.3678187429904938,0.4583205282688141
9,9,two-tone treat,9,0.6143306493759155,0.3922199308872223
10,10,two-tone cookie,10,0.7288646697998047,0.5608367323875427
11,11,hydrox rival,11,0.6202507019042969,0.3976152539253235
12,12,triple-decker cookie,12,0.6224116683006287,0.5799197554588318
13,13,black-and-white cookies,13,0.37516310811042786,0.5718844532966614
14,14,nabisco treat,14,0.6654863357543945,0.7370012402534485
15,15,cream-filled cookie,15,0.5482900142669678,0.9704440236091614
16,16,twistable cookie,16,0.7299951314926147,0.48179206252098083
17,17,best-selling cookie,17,0.3378445506095886,0.36411261558532715
18,18,sandwich cookies,18,0.5283077955245972,0.5064312219619751
19,19,twistable treat,19,0.23760877549648285,0.43806377053260803
20,20,black-and-white snack,20,0.6642144322395325,0.5469405055046082
21,21,cookie since 1912,21,0.7590619921684265,0.47110116481781006
22,22,creme cookie,22,0.5637670755386353,0.4564145505428314
23,23,cookie brand,23,0.5557090044021606,0.6093001961708069
24,24,lunchbox treat,24,0.5465851426124573,0.44801852107048035
25,25,dunkable treat,25,0.536725640296936,0.29734331369400024
26,26,three-layer cookie,26,0.7143492102622986,0.6445308923721313
27,27,classic cookie,27,0.7739319801330566,0.4475298523902893
28,28,cookie many take apart,28,0.622235119342804,0.35779237747192383
29,29,milk's favorite cookie,29,0.3176085650920868,0.501254677772522
30,30,modern ice cream flavor,30,0.5069835186004639,0.7039657235145569
31,31,black-and-white snacks,31,0.335490345954895,0.6116412281990051
32,32,double stuf cookie,32,0.6314346790313721,0.349256306886673
33,33,creme-filled snack,33,0.5254472494125366,0.3142332434654236
34,34,two-toned treat,34,0.4647054970264435,0.4768584072589874
35,35,nabisco cookies,35,0.6646132469177246,0.3710035979747772
36,36,snack in a stack,36,0.5810062289237976,0.2578684687614441
37,37,black-and-white bite,37,0.6014255285263062,0.5647450685501099
38,38,nabisco favorite,38,0.7610148191452026,0.5129094123840332
39,39,black and white cookie,39,0.0,0.5124537348747253
40,40,white-centered snack,40,0.42615365982055664,0.4400976598262787
41,41,three-part cookies,41,0.5291928052902222,0.7007632851600647
42,42,nabisco goodie,42,0.6441946029663086,0.494303822517395
43,43,biscuit introduced in 1912,43,0.5017135739326477,0.44095632433891296
44,44,snack since 1912,44,0.7821765542030334,0.3887804448604584
45,45,popular cookies,45,0.5266899466514587,0.5164604187011719
46,46,stackable cookie,46,0.8074575662612915,0.514882504940033
47,47,triple-decker treat,47,0.45258548855781555,0.5946400165557861
48,48,nabisco brand,48,0.5951849222183228,0.4905932545661926
49,49,double delight snack,49,0.5772579908370972,0.4458374083042145
50,50,treat with milk,50,0.4531763195991516,0.47866103053092957
51,51,lunchbox dessert,51,0.6159380078315735,0.5172151327133179
