clue
cookie shaped like two of its letters
cookie with a thins variety
sandwich cookie name
lunchbox goody
crosswords' favorite cookie
crunchy ice-cream flavor
cookie deep-fried at fairs
___ o's (post cereal)
cookie that debuted in 1912
it may get a good licking
snack that's bitten or licked
it may get a licking after dinner
it's often twisted apart
it has a creamy middle
nabisco item
nabisco best-seller
cookie with a floral design on it
ice cream mix-in
dunking cookie
doublestuf cookie
popular lunch bag munchie
cookie type
cookie with filling
three-tiered treat
cookie treat since 1912
two-tone snack
cookie snack
popular cookie since 1912
cookie with its name on its side
embossed snack
vowel-rich snack
cookie in some ice cream
cookie in pie crusts
black-and-white classic
hydrox look-a-likes
bicolor cookies
separable cookies
black-and-white bites
twisted-apart treats
snack cookies
triple-layer treats
cream-filled treats
layered snacks
three-layer cookies
lunchbox cookies
triple-decker treats
cookie favorites
triple-decker cookies
layered treats
lunch box cookies
two-toned cookies
goodie in the lunchbox
cookie
subject of weird al yankovic's "the white stuff"
tiered snack
vanilla ice cream add-in
black and white bite
black-and-white delight
cookie added to a mcflurry
cookie with a twist?
a kid'll eat the middle of one first
oft-disassembled cookie
often-dunked item
sandwich for dessert
cream sandwich
chocolate creme cookie
it has two tones and three tiers
nonagenarian cookie
cookie with a crunch
snack cookie since 1912
cookie sandwich
frequently dunked cookie
treat often taken apart
chips ahoy! alternative
chocolaty snack
chocolaty treat
dunker's cookie
klondike bar variety
blizzard flavor
nabisco sandwich cookie
cookies 'n cream cookie
crispy creme treat
dunked treat
"double stuf" treat
after-dinner sandwich?
creme sandwich
creme treat
lunchbag dessert
it may be pulled apart before eating
its top may be twisted off
snack sandwich
popular treat to split
snack with several eating options
circular cookie
nabisco trademark
circular treat
__ cakesters
breyers __ cookies & cream
android operating system named for a cookie
cookie in dirt pudding
cookie with a thins bites variety
mcflurry cookie
snack sometimes eaten from the inside out
bestselling cookie
snack treat
droxie rival
doublestuf treat
three-layered treat
sweet debut of 1912
droxie competitor
after-lunch snack
big name at nabisco
three-tiered snack
white-center snack
brand with a 2012 centennial
"wonderfilled" snack
post-sandwich sandwich
stacking contest cookie
jell-o pudding flavor
sundae topper, perhaps
golden ___ (nabisco cookie)
dairy queen blizzard choice
embossed treat
"milk's favorite cookie" sloganeer
double stuf racing league brand
fudgees brand
it can be twisted
mcflurry flavor at mcdonald's
kind of "snackwich"
chocolate-and-cream cookie
cookie in stacking contests
dessert item since 1912
cookie with a creamy middle
snack brand that sponsored dale earnhardt
double stuf, for one
snack with a lickable center
cookie with its name on it
treat with a "golden" variety
cookie with creme in the middle
double-disc cookie
small sandwich
___ blizzard (dairy queen offering)
crumbly snack
it may get dipped in milk
snack item that's round on both ends?
cookie in cookies-and-cream ice cream
cookie with white filling
cookie that's often pulled apart
cookie with a creme filling
treat embossed with its name
treat with a thins variety
cookie giant
lunch box cookie
lunchbox snack
it's creamy in the middle
particular sandwich cookie
bicolor treat
brown bagger's dessert, perhaps
grade school snack
round sandwich cookie
"uh-oh!" cookie
sandwich-style dunker
lunchbox snack, perhaps
cookie jar denizen, often
cookie jar denizen, perhaps
cream-filled treat
cookie treat
layered cookie treat
snack with a creamy middle
lunchbox cookie, sometimes
cookie jar denizen
type of cookie
three-tiered cookie
cookies and cream cookie
one twisted cookie?
cookie with flower designs
nabisco's answer to the hydrox
cookie in dirt cake
often-dunked snack
separable cookie
new "biscuit" of 1912
two-tone sandwich
nutter butters' kin
lunchbox goodies
chocolate cookies
bi-colored cookies
bite-size sandwiches
black-and-white munchies
lunchbox snacks
chips ahoy alternative
snack items since 1912
three-layered treats
double stuf products
snacks with milk
snack sensations since 1912
triple-tiered treats
dunkable treats
separable snacks
snacker's stack
nabisco treats
double delight snacks
100-year-old treats
some mcflurry ingredients
cookies in some pie crusts
three-layer treats
black and white nosh
best-selling cookies
certain ice-cream additives
they're essential to a dairy queen "blizzard"
triple-decker snacks
sandwiches that are often eaten open-faced?
filled treats
some black and white snacks
crunchy snacks
classic cookies
some cookie favorites
sugary cookie snacks
triple-layer cookies
cookies with creme
dunkable snacks
dunkin' cookies?
popular crossword cookie
branded treat in some ice creams
cookie shown with rainbow filling in ads on gay pride day
cookie that now has a "cookie dough" flavor
cookies and cream ice cream cookie
sandwich creme
cookie classic
duotone cookie
something dunked
lunchbox stuffer since 1912
cookie served deep-fried at state fairs
nabisco product certified as kosher in 1998
junk-food sandwich
cookie with a candy corn variety
ingredient in several dairy queen blizzards
chocolaty treat since 1912
cookie that reportedly is produced in 59 minutes
cookie whose "templar" design elements have been debunked by snopescom
mystery ___ (october 2017 snack release)
treat whose cherry cola version debuted in 2018
black-and white treat
hydrox clone
"kid'll eat the middle" cookie
it's one twisted cookie
twisted snack?
"a kid'll eat the middle of an ___ first"
black and white biscuit
creme-y snack
it often gets dunked
two-toned sandwich
90-year-old cookie
ice cream variety
lunchbox sandwich?
snack that's been kosher since 1998
droxie lookalike
dunker's delight
nabisco buy
white and black snack
treat that is often taken apart
chocolate-creme cookie
cookie frequently taken apart
cookie sold in a white fudge version in winter
ingredient in edible dirt with worms
sandwich creme cookie
treat that comes apart
brown-and-white cookie
cookie on a domino's pizza
cookie that can be taken apart
double delight for cookie monster
each one has two colors and three layers
cookie for dunking
one topping for a domino's dessert pizza
twisted cookie
after-school munchie
best-selling cookie in america
favorite snack in crosswords?
fun stix cookie brand
kraft foods cookie brand
snack whose ingredient list ends with chocolate
cookie that predates crosswords
filling snack?
satirical 1974 novel by fran ross that shares its name with a cookie
___ dessert pizza (domino's dish)
"100 years young" cookie
blizzard variety
brand featured at nabiscoworldcom
brand with chocolate cookie outsides
cookie embossed with florets
cookie sandwiched inside 17-, 24-, 42-, and 56-across
cookie that celebrated its centennial this year
cookie whose embossed design is trademarked
cookie with spring and winter varieties
dessert developed by nabisco in 1912
name on a cookie
stacked treat
sundae mix-in
sweet, circular treat
bicolor "biscuit" since 1912
blizzard choice at dairy queen
cookie seen in "wreck-it ralph"
cookie that received its kosher certification in late 1997
cookie that recently celebrated its centennial
cookie with a name of unknown origin
crunchy sundae topping
its slogan is "milk's favorite cookie"
longtime hydrox rival
top-selling cookie of the 20th century
addictive cookie, according to a 2013 study
it can make a cookie shake crunchy
sweet snack-time sandwich
tripartite treat
"wonderfilled" sweet treat
black-and-white invention of 1912
blizzard option at dairy queen
cookie for which a block in manhattan is named
cookie often served deep-fried at state fairs
cookie that was verified as kosher in 1997
cookie used in many desserts
crossword solver's favorite cookie?
snack with banana split and birthday cake varieties
traditional cookie in cookies 'n cream ice cream
treat often pulled apart
cookie crumbled in a milkshake, often
stackable food
<<no clue>>
cookie that celebrated its centennial in 2012
lunch-box snack
cookie shelf favorite
hydrox cookie rival
milk dipper?
after-school sandwich
it can be twisted apart
it may be licked
lunch bag dessert
cream-filled snack
crunchy cookie
ice cream cone flavor
popular lunchbag item
it was made kosher in 1998
lunchbag snack
little dipper in a milky way?
95-year-old cookie
cookie that can be divided
lunch munchie
lunchtime snack
treat with creme
lunch bag treat
cookie-based jell-o pudding flavor
its parts may be eaten separately
nabisco chocolate-and-creme cookie
its creme may be eaten first
one may be dipped in milk
cookie that might flavor a mcflurry
food associated with the starts of 16-, 36- and 56-across
ice cream-and-cookies brand
snack with a removable top
after-school cookie
cookie used in milkshakes
one dunked after school
brand with a "twist, lick, dunk" app
dipped cookie
popular dunker
pulled-apart cookie
snack brand with a 2012 centennial
versatile cookie
cookies n' creme cookie maker
dunked cookie
mcflurry option
snack that's been a kosher food since 1998
__ balls: chocolaty snacks
cookie that has its own day every march 6
snack sometimes fried
snack with a white center
three-ply cookie
treat often split
__ cookies 'n creme: jell-o flavor
cookie with a limited-edition swedish fish variety
dairy queen blizzard flavor
dunked snack
one may be crumbled on a sundae
__ biscuit, product debut of 1912
apt name for a tuxedo cat
nabisco bite
stale cookie in crosswords?
two-toned snack
big name in the cookie aisle
cookie in some breyers cookies & cream
crumbled sundae-topping cookie
dq blizzard flavor
good name for a tuxedo cat
it was originally called a "biscuit"
layered nabisco treat
cookie with a red velvet variety
cookie with a tiramisu flavor creme variety
crumbled sundae topper
it was inspired by sunshine hydrox cookies
mega stuf cookie
snack with a green tea version in china and japan
chocolate sandwich cookie
droxies competitor
tasty snack
"dunkiest" treat
bestselling snack
three-ply treat
wafers-and-creme cookie
cookie first made in manhattan
cookie-aisle name
mint-flavored snack
cookie of note
lunchbox sweet
nabisco name
snacker's "sandwich"
cookie with a 1 3/4" diameter
snack introduced in 1912
domino's __ dessert pizza
edible disk
ice-cream additive
milk partner
ice-cream ingredient, maybe
it was once made with lemon meringue
milk-and-cookies choice
one of a half-trillion sold since 1912
ice-cream extra, at times
world's best-selling cookie
cookies & cream ingredient, maybe
ice-cream flavor
popular ice-cream ingredient
twisted-apart treat
cookie first sold in 1912
cookie found in ice cream
crumbled ice-cream additive
crunchy ice-cream topping
crushed sundae topping
domino's topping introduced in '07
"wonderfilled" sweet
8 down cookies 'n creme ingredient
brownie brand
crunchy ice-cream addition
double stuf brand
jell-o pudding flavoring
mini found in snak-saks
sandwich cookie brand
small, round sandwich
snack brand that turned 100 in 2012
white-centered treat
"grab 'em pop 'em love 'em" brand of minis
"the world's favorite cookie"
best-selling sandwich cookie
big nabisco brand
crunch parfait ingredient
handi-snacks brand
its spring edition has yellow filling
its limited editions have included watermelon and gingerbread
snack in a new "thin" version
snack often twisted
snackworkscom brand
popular nabisco cookie
round snack
brownie alternative
double delight treat
it might be worth a fig newton in a cafeteria trade
kraft foods brand
lunchbox sandwich
snack time treat
uh-oh! ___ (chocolate creme cookie)
a kid'll eat the middle of it first
cookie barz brand
halloween ___ (cookie with orange creme)
mint 'n creme cookie
national biscuit company creation of 1912
snack that can be twisted open
___ matchin' middles (fisher-price game)
after-school treat, maybe
blizzard flavor at dairy queen
brand of piecrust
flavor of a mcdonald's mcflurry
ice cream sandwich brand
its ingredient list starts with sugar and ends with chocolate
lickable snack
newton alternative
the first one was made at what is now chelsea market
brand of chocolate cones
brand since 1912
cookie that's been kosher since 5758
lunchables treat
makeshift beach blanket othello piece?
mallomar alternative
newman-o lookalike
see 23-across
sponsor of nascar's meijer 300 race
___ dunkers (oblong cookies)
___ freeze (drink at friendly's)
___ o's (chocolaty cereal)
___ thin crisps (nabisco product)
"dark, delicious cookie" of ad jingle fame
"___ cookie blues" (lonnie mack song)
brand on nabiscoworldcom
breyers ice cream flavor
dessert pizza topping at domino's
source of the title material in "weird al" yankovic's "the white stuff"
___ cakesters (snack brand)
the nabisco logo is imprinted on it
twistable dessert
___ fun barbie (1997 doll)
mount: comb form
mountainous cookie?
cream-filled sandwich
fig newton rival
item dunked in milk
triple-layer treat
it often gets a lick
it's a cookie
chocolate snack
nabisco sweet
it's dipped in milk
it may be double-stuffed
it's "sandwiched" in 17-, 23-, 35-, 45- and 56-across
sometimes-twisted snack
often-twisted treat
round of snacking?
it has a 1 3/4" diameter
snack favorite
something often twisted apart
cookie that has its name on it
filled treat
it may be dunked
cookie with creme inside
food item whose name appears on its side
name on a wafer
snack sold in a stack
wafers-and-creme treat
ingredient in cookies 'n cream ice cream
some twist it before eating
"got milk?" ad partner
splittable cookie
hydrox rival, once
snack with a cream center
after-lunch bite
it may get a licking after lunch
treat that's sometimes dunked
"milk's favorite cookie," in commercials
cookie sold in a blue package
cookie with a filling
kind of mud pie
lunchbox dessert item
it has 12 flowers on each side
it's 71% cookie, 29% creme
mousse pie ingredient, maybe
snack with a floral design
treat in a blue wrapper
uh-oh! ___ (nabisco product)
___ cakesters (nabisco offering)
cookie first baked in manhattan's chelsea district
item in a "lick race"
kind of pie or cake
cookie celebrating its centennial in 2012
cookie that can be readily stacked
crumbled ingredient in "dirt pudding"
sandwich often given a twist
snack with a double stuf variety
___ balls (chocolaty snacks)
___ biscuit (1912 debut)
brand with a "wonderfilled" ad campaign
chocolaty nibble
cookie ingredient in dirt cake
cookie involved in a licking race
cookie sometimes dunked in milk
cookie that's kosher
traditional ingredient in cookies and cream ice cream
___ cheesecake (black-and-white dessert)
bicolor snack
cookie that outcompeted hydrox
cookie with a chocolaty outside
non-fruit smoothie flavor
product first released by the national biscuit company in 1912
stackable dessert item
"twist, lick, dunk" cookie
black-and-white, in sneaker lingo
brand touted as "milk's favorite cookie"
chocolaty goodie
cookie that started as a hydrox knockoff
dessert item that was clued as "mountain: comb form" in old crosswords
food brand since 1912
treat since 1912
"creme sandwich" introduced over a century ago
brand name after "oh! oh!," in old ads
certain fro-yo add-in
cookie that may be dipped in milk
crumbled froyo topping
it's 29% cream
its filling contained lard until 1997
nabisco brand since 1912
nabisco's answer to hydrox
snack you might bite or lick
___ o's (chocolaty cereal brand)
frozen yogurt mix-in
nabisco snack since 1912
sister brand of nilla wafers
snack that's often pulled apart
black-and-white nabisco cookie
black-and-white item you can consume whole
cookie that's 29% cream
froyo mix-in
most common commercial name in new york times crosswords
product with a milk splash on its packaging
snack item once advertised as "wonderfilled"
treat with the identical color scheme as this puzzle
___ o's (breakfast cereal)
___ thins (cookies)
black pie crust component
golden ___ (vanilla-flavored snack)
popular name for a black-and-white pet
cakesters flavor
sponsor of the double stuf racing league
twisted delight?
cookie whose name is also a racial slur
cookie similar to hydrox
cookie used in some klondike bars
name for a black and white dog
___ frosty parfait (wendy's dessert)
doubly unhealthy deep-fried snack
nabisco nugget
food with its name imprinted on it
food often disassembled before consumption
food often twisted apart before consumption
food that became kosher in 1998
nabisco has introduced a bite-sized one
"biscuit" treat introduced in 1912
cookie made famous by crosswords
cookie snack since 1912
milk dipper, for some
twist-off cookie
a kid will eat the middle of this first
a kid'll eat the middle first
lunchbox favorite
lunchbox goodie
sandwich that won't make a lunch
treat for cookie monster?
cookie bestseller
lunch box addition, perhaps
top-selling us cookie
snack food
separable snack
lunchbox cookie, perhaps
twist-off snack
cookie for 95 years
it has a cream center
oft-twisted snack
popular milk dunkee
cookie monster treat, maybe
creme-centered snack
snack with a floral design on it
twist-apart snack
ice cream topping, sometimes
twisting dessert
two-colored cookie
two-toned cookie treat
cookie that many take apart
treat introduced in 1912
two-tone sandwich cookie
black and white snack since 1912
certain cookie with a filling
cookie celebrating 100 years
cookie found in many crosswords
cookie in ice cream, often
cookie that often appears in crosswords
cookie that's been around for a century
cookie with two colors and three layers
hugely popular cookie
lunch box dessert item
nabisco's bestseller
sandwich without meat or cheese
tri-level cookie
"double stuf" cookie
black and white dunker
cookie on a sundae, perhaps
cookie with only one consonant
nabisco moneymaker
post-sandwich sandwich cookie
snack-aisle fixture
twistable cookie treat
black-and-white dunker
cookie atop a sundae, sometimes
cookie jar denizen, sometimes
cookie that's loaded with vowels
doublestuf, eg
snack with white filling
black-and-white sandwich cookie
common cookie type
cookie that can be disassembled
popular chocolate cookie
certain cookie brand
chocolate cookie brand
cookie from nabisco
cookie with more vowels than consonants
cookie with three layers
cookie with three vowels
cookie you may twist apart
three-layered cookie
chocolate nosh
particular cream cookie
three-voweled snack
cookie filled with "stuf"
cookie in some sundaes
cookie on a sundae
cookie shaped like its first or last letter
cookie with a chocolate peanut butter pie flavor
cookie with a golden variety
cookie with crossword colors
cookie with many limited edition flavors
crumbled sundae topping
fried cookie at a fair
shake cookie
sister brand of chips ahoy!
___ o's (black-and-white cereal)
a child may dunk one in milk
cheesecake variety
cookie introduced after hydrox
cookie that went kosher in 1997
cookie with an annual mystery flavor
its 2019 mystery flavor was churro
most stuf cookie
seller of a double stuf cookie pillow
___ o's (cookie-flavored cereal)
breeze: sp
layer cookie
lunch box snack
kind of cookie
favorite cookie
cream-filled delight
lunch box treat since 1912
brown bagger's dessert
mountain combiner
round-on-both-sides snack
popular treat since 1912
classic treat
cookie jar denizen, maybe
cookie often eaten inside out
cookies 'n' cream component
creamy cookie
nabisco best seller
store-bought cookie
bicolored snack
black and white goodie
round treat
snack that may be twisted apart
creamy nibble
ubiquitous crossword cookie
cookie often pulled apart
ubiquitous cookie
blue-packaged cookie
cookie jar item, perhaps
cookie nearing 100
cream cookie
dunkable delectable
item often dunked in milk
thing often eaten open-faced
treat that can be pulled apart
you might unscrew it to eat it
after-lunch sandwich?
classic nabisco cookie
crossword constructor's favorite cookie
cookie some dunk in milk
it has two colors and three layers
"creme sandwich" cookie
100-year-old cookie
100-year-old snack
cookie favorites for decades
post-sandwich sandwich?
creme-filled chocolate snack
snack that can be twisted apart
sweet lunchbox sandwich
treat with three vowels
cookie in many crosswords
lunch-box cookie
popular creme-filled cookie
some kids eat the middle of this first
treat dipped in milk
chocolate cookie with white filling
cookie on a sundae, sometimes
cookie selection
cookie with a white cream filling
cookie in some mcflurrys
cookie in some cheesecake crusts
cookie resembling the old hydrox
crunchy ingredient in ice cream
three-layered snack
1912 answer to the hydrox
cookie deep-fried at state fairs
cookie from the makers of 10-across
cookie once billed as a "biscuit"
cookie with a pb&j variety
cookie with a limited-edition peeps version
cookies 'n' creme cookie
nabisco cookie since 1912
snack often eaten inside-out
cookie crumbled in ice cream
cookie crumbled into desserts
cookie embossed with its name
cookie in cheesecake recipes
cookie in dirt cups
cookie in pie crust
cookie that may be pulled apart
cookie with a cookies & creme variety
cookie with a thin bites variety
cookie with a triple double variety
cookie with floret designs
deep-fried carnival treat
its halloween variety has orange creme
snack pack cookie
snack with a thin bites variety
three-layer lunchbox treat
treat whose name appears on it twice
"lick race" cookie
"minute to win it" cookie
175"-diameter cookie
53-calorie cookie
android version between nougat and pie
brand at snackworkscom
chips ahoy! shelfmate
cookie brand with many flavors
cookie crumbled on sundaes
cookie in jell-o pudding
cookie in a "lick race"
cookie in milkshakes
cookie in mud pies
cookie in piecrusts
cookie inspired by the hydrox
cookie that's often twisted
cookie that's sometimes deep-fried
cookie with a big stuf version, once
cookie with a cinnamon bun variety
cookie with a kettle corn variety
cookie with a mini version
cookie with a peeps variety
embossed cookie
halloween treat with orange creme
nabisco's top seller
separable snack item
snack with its name on it
venerable cookie
world's top-selling cookie
"stuf"-stuffed cookie
brand of creme-filled cookies
cookie bearing the nabisco logo
cookie brand with a carrot cake flavor
cookie in some crusts
cookie that some people eat with mustard
cookie with a most stuf variety
great value's twist & shout cookie looks like one
hydrox cookie lookalike
sister brand of newtons
topping on some dessert pizzas
cookie of cookies
milk companion
milk dipper
sandwich sweet
droxie cookie rival
double stuf delight
target of some twisters
___ dream extreme cheesecake (offering at the cheesecake factory)
sundae bar topping
"wonderfilled" treat
circular nabisco snack
cookie created in 1912
cookie created to compete with hydrox
creme container
oft-dunked item
cookie creation of 1912
subject of weird al's "the white stuff"
brand that turned 100 in 2012
treat celebrating its 100th birthday in 2012
treat with a creme filling
cookie with a green tea version in asia
treat consisting of 29% creme
treat that's had a holiday candy cane edition
treat with a trademarked design
cookie sold in over 100 countries
treat with its name on both sides
brand with a 2019 "most stuf" variety
brand with a hot chicken wing flavor in china
brand formerly advertised as "the original twister"
brand with a wasabi flavor in china
brand with coconut and pistachio "thins"
dirt pudding ingredient
milk dunker
name trademarked in 1912
sundae topper, sometimes
sweet creation of 1912
cookies
milk-dunked cookies
lunchbox dessert, maybe
two-toned treats
black-and-white junk food
best-selling cookies in china
cookies sold in blue packages
snacks eaten from trays
bite-size sandwiches, maybe
treats sold in a marshmallow crispy variety
little dessert sandwiches
milk accompaniment
bicolored cookies
chocolate and creme cookies
dessert sandwiches
popular sandwich cookies
some people choose to lick them
lickable cookies
double stuf, etc
cream-filled snacks
dunkable desserts
round, sweet sandwiches
stackable treats
cookies 'n cream cookies
they can take a licking?
they're sometimes twisted apart
"double stuf racing league" cookies
crunchy ice cream mix-in
ice cream mix-ins
nabisco bestsellers
classic sandwich cookies
cookies that are a century old
tiered treats
circular treats
belted galloway cows, informally
classic milk-dunking cookies
cookies used in "dirt cake"
dirt cake ingredients
three-tiered treats
cookies crumbled into a mcflurry
often-licked cookies
tiered snacks
they go in some shakes
monochromatic cookies
sandwiched sweets
circular sandwiches
lunch box snacks
doublestuf cookies
mini or chocolate creme snacks
mint 'n creme snacks
some are golden
layered dunkers
they may be licked
oft-licked treats
they're sometimes pulled apart
ingredients in a mcflurry, perhaps
after-school treats
droxies used to compete with them
cookies mixed in some ice cream
hydrox rivals, once
"watch how wonder unfolds" snacks
"wonderfilled" treats
easily crumbled cookies
they have red velvet and watermelon varieties
former uh-oh! cookies, now called golden
cookie bits in some milka chocolate bars
nabisco noshes
thins, eg
tiered cookies
cookies commonly in cookies and cream ice cream
dunked discs
they have mystery and birthday cake varieties
they may be crumbled in ice cream
classic chocolate sandwich cookies
droxies alternative
snacktime stack
mrs fields alternative
droxies competitors
chocolaty cookies
billion-selling cookies
black and white dunkees
extras in some ice creams
two-color treats
"celebrate the kid inside" snacks
cookies in some ice creams
part of some piecrusts
after-school snacks
droxies' lookalikes
ice cream shop mix-in
snacks that can be dunked or twisted
nonagenarian cookies
they're sometimes deep-fried at carnivals
chocolate snacks
creme-filled munchies
hydrox alternatives
creme cookies
they can be licked
they may get a licking after dinner
cookies 1 3/4" in diameter
some take a licking
snacks packaged in trays
lunchbox desserts
chocolaty treats
stackable snackables
snacks often served with milk
treats often taken apart
snacks dipped in milk
they're often twisted apart
round snack items
snacks often eaten inside out
cookies in a box lunch
"dirt cake" ingredients
onetime meringue-filled treats
they come in a triple double variety
topic of weird al yankovic's "the white stuff"
many people like to take these apart
cookies that flavor some ice cream
cookies that can be twisted apart
common ice cream mix-in
cookies in "wonderfilled" ads
cookies with a "golden" variety
some crumbled dessert toppings
cookies with a double stuf variety
things to "twist, lick, dunk" in a game app
little sandwiches for dessert
snacks in stacks
snacks often paired with milk
crushed toppings for ice cream sundaes
shelfmates of chips ahoy!
black-and-white stack
product whose package has a splash of milk
snack items with their name on the top and bottom
dipped cookies
96-year-old cookies
cookies introduced to the chinese market in 1996
short-lived domino's "dessert pizza" topping
dunked cookies
splittable cookies
often-dipped cookies
twistable little treats
green room treats, perhaps
"so forget ___, eat cool j cookies"
black-and-white joy
food items often disassembled before consumption
dark cookies
nabisco favorites
cookies with a white filling
lunch box cookie treats
hydrox rivals
three-part treats
cookies with white fillings
after-lunch sandwiches, perhaps
lunch box treats
cookies crushed for pie crusts
cookies in many a box lunch
cookies often used as crossword clues
nabisco goodies
cookies in a box lunch, perhaps
some sandwich cookies
cookies for over 100 years
cookies nearly 2 inches in diameter
cookies with three parts
some common cookies
common cookies
multi-voweled cookies
snacks that can be dunked
hydrox cookies inspired them
some are fudge covered
cream cookies
they go with milk
sandwich indulgences
snacks with three layers
dunkable cookies
cookies in some dairy queen blizzards
cookies often served with milk
crunchy treats with milk
cookie choices
cookies in a box lunch, sometimes
some black-and-white snacks
twisted-apart cookies
twistable snacks
"wonderfilled" cookies
cookies deep-fried at fairs
cookies in mcflurrys
black-and-white sleeveful
dunkables since 1912
black-white-black snacks
cookies in sleeves
cream-filled chocolate snacks
sandwich snacks
double stufs, eg
droxies lookalikes
stackable snacks
ornately embossed edibles
ingredients in tgi friday's dessert cup of dirt
popular snacks that inspired this puzzle's theme
lunchbox favorites
crunchy pie crust components
sandwiches in lunchboxes
sweet snacks for over a century
makeup of some pie crusts
tripartite treats
crumbles on sundaes
treats once advertised as "the original twister"
three-part snacks
